Rolls,Payoff
3690,126
3700,11
3710,79
3720,2
3730,6
3740,50
3750,34
3760,47
3770,147
3780,0
3790,20
3800,371
3810,0
3820,46
3830,0
3840,15
3850,0
3860,68
3870,18
3880,69
3890,30
3900,41
3910,60
3920,322
3930,0
3940,0
3950,5
3960,73
3970,58
3980,41
3990,14
4000,103
4010,0
4020,7
4030,61
4040,13
4050,22
4060,181
4070,0
4080,0
4090,135
4100,135
4110,48
4120,0
4130,10
4140,29
4150,82
4160,82
4170,29
4180,254
4190,57
4200,203
4210,5
4220,5
4230,12
4240,19
4250,6
4260,0
4270,22
4280,19
4290,26
4300,7
4310,0
4320,330
4330,7
4340,97
4350,24
4360,89
4370,0
4380,50
4390,277
4400,18
4410,0
4420,5
4430,7
4440,5
4450,0
4460,44
4470,55
4480,134
4490,82
4500,19
4510,0
4520,75
4530,0
4540,47
4550,12
4560,254
4570,7
4580,282
4590,33
4600,35
4610,116
4620,61
4630,5
4640,13
4650,10
4660,91
4670,80
4680,17
4690,35
4700,6
4710,26
4720,23
4730,42
4740,35
4750,29
4760,41
4770,0
4780,28
4790,154
4800,40
4810,75
4820,129
4830,44
4840,158
4850,29
4860,62
4870,3
4880,89
4890,0
4900,940
4910,15
4920,192
4930,21
4940,42
4950,73
4960,5
4970,39
4980,6
4990,110
5000,66
5010,21
5020,24
5030,123
5040,0
5050,0
5060,5
5070,3
5080,17
5090,0
5100,23
5110,0
5120,6
5130,0
5140,119
5150,0
5160,24
5170,60
5180,79
5190,288
5200,102
5210,45
5220,5
5230,118
5240,78
5250,24
5260,7
5270,691
5280,7
5290,46
5300,7
5310,6
5320,75
5330,44
5340,0
5350,0
5360,98
5370,44
5380,7
5390,0
5400,0
5410,51
5420,8
5430,0
5440,0
5450,117
5460,0
5470,118
5480,21
5490,46
5500,0
5510,7
5520,57
5530,65
5540,0
5550,78
5560,0
5570,0
5580,30
5590,221
5600,0
5610,7
5620,5
5630,0
5640,53
5650,0
5660,85
5670,55
5680,5
5690,0
5700,60
5710,0
5720,0
5730,67
5740,70
5750,21
5760,29
5770,38
5780,26
5790,23
5800,5
5810,40
5820,11
5830,18
5840,50
5850,185
5860,97
5870,12
5880,15
5890,0
5900,152
5910,0
5920,31
5930,2
5940,51
5950,103
5960,155
5970,0
5980,0
5990,128
6000,0
6010,46
6020,0
6030,70
6040,93
6050,23
6060,120
6070,27
6080,32
6090,236
6100,0
6110,6
6120,109
6130,11
6140,7
6150,0
6160,26
6170,0
6180,27
6190,3
6200,31
6210,103
6220,59
6230,11
6240,126
6250,39
6260,0
6270,75
6280,3
6290,0
6300,7
6310,11
6320,53
6330,15
6340,27
6350,72
6360,0
6370,0
6380,14
6390,6
6400,38
6410,133
6420,0
6430,184
6440,165
6450,80
6460,159
6470,14
6480,99
6490,69
6500,40
6510,13
6520,3
6530,77
6540,96
6550,94
6560,0
6570,145
6580,111
6590,3
6600,108
6610,6
6620,101
6630,7
6640,42
6650,3
6660,8
6670,20
6680,22
6690,43
6700,21
6710,5
6720,48
6730,87
6740,37
6750,0
6760,186
6770,10
6780,0
6790,0
6800,8
6810,0
6820,17
6830,13
6840,39
6850,5
6860,105
6870,5
6880,3
6890,443
6900,40
6910,0
6920,0
6930,90
6940,87
6950,59
6960,0
6970,58
6980,35
6990,23
7000,143
7010,0
7020,3
7030,32
7040,17
7050,19
7060,98
7070,15
7080,27
7090,130
7100,18
7110,29
7120,29
7130,213
7140,0
7150,8
7160,102
7170,111
7180,0
7190,270
7200,18
7210,86
7220,0
7230,46
7240,11
7250,0
7260,3
7270,23
7280,33
7290,271
7300,11
7310,60
7320,101
7330,57
7340,109
7350,136
7360,62
7370,35
7380,0
7390,5
7400,19
7410,0
7420,13
7430,12
7440,122
7450,13
7460,177
7470,32
7480,363
7490,73
7500,31
7510,44
7520,137
7530,19
7540,31
7550,27
7560,12
7570,0
7580,22
7590,6
7600,118
7610,90
7620,5
7630,103
7640,52
7650,94
7660,221
7670,29
7680,140
7690,172
7700,11
7710,21
7720,39
7730,8
7740,8
7750,28
7760,141
7770,14
7780,284
7790,768
7800,13
7810,47
7820,11
7830,29
7840,71
7850,21
7860,12
7870,79
7880,7
7890,506
7900,18
7910,15
7920,0
7930,0
7940,21
7950,112
7960,0
7970,283
7980,10
7990,192
8000,132
8010,57
8020,6
8030,68
8040,102
8050,0
8060,8
8070,6
8080,0
8090,5
8100,79
8110,23
8120,8
8130,118
8140,17
8150,44
8160,33
8170,15
8180,0
8190,98
8200,0
8210,116
8220,95
8230,80
8240,3
8250,11
8260,6
8270,78
8280,170
8290,6
8300,88
8310,12
8320,0
8330,5
8340,0
8350,0
8360,67
8370,0
8380,138
8390,28
8400,23
8410,15
8420,8
8430,0
8440,3
8450,8
8460,380
8470,6
8480,2
8490,0
8500,35
8510,0
8520,11
8530,23
8540,46
8550,2
8560,0
8570,6
8580,0
8590,3
8600,194
8610,33
8620,126
8630,23
8640,17
8650,31
8660,12
8670,37
8680,20
8690,94
8700,0
8710,0
8720,5
8730,13
8740,117
8750,15
8760,0
8770,12
8780,84
8790,304
8800,34
8810,116
8820,48
8830,0
8840,83
8850,151
8860,240
8870,18
8880,43
8890,6
8900,5
8910,8
8920,10
8930,323
8940,89
8950,60
8960,0
8970,5
8980,0
8990,6
9000,5
9010,28
9020,0
9030,40
9040,20
9050,12
9060,13
9070,43
9080,19
9090,543
9100,30
9110,88
9120,0
9130,235
9140,0
9150,31
9160,0
9170,0
9180,57
9190,27
9200,57
9210,41
9220,0
9230,50
9240,69
9250,73
9260,0
9270,26
9280,11
9290,10
9300,32
9310,37
9320,135
9330,13
9340,10
9350,6
9360,51
9370,456
9380,34
9390,33
9400,87
9410,0
9420,200
9430,84
9440,6
9450,15
9460,311
9470,0
9480,216
9490,14
9500,47
9510,111
9520,70
9530,0
9540,50
9550,0
9560,30
9570,3
9580,12
9590,134
9600,15
9610,6
9620,73
9630,20
9640,0
9650,0
9660,51
9670,83
9680,175
9690,3
9700,86
9710,28
9720,19
9730,22
9740,19
9750,6
9760,41
9770,0
9780,17
9790,140
9800,2
9810,12
9820,47
9830,0
9840,11
9850,13
9860,167
9870,10
9880,6
9890,291
9900,38
9910,11
9920,55
9930,7
9940,37
9950,65
9960,21
9970,46
9980,15
9990,19
